App No,Type,App Date,Status,FRU Interview Scheduled,Drug Test,WAV Course,Defensive Driving,Driver Exam,Medical Clearance Form,Other Requirements,Last Updated
6007731,HDR,09/29/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/20/2022 05:00:03 PM
5996669,HDR,05/20/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
5998493,HDR,06/14/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Fingerprints needed,10/20/2022 05:00:03 PM
6005866,HDR,09/09/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6004124,HDR,08/19/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed,10/20/2022 05:00:03 PM
6008877,HDR,10/11/2022,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Not Applicable,10/20/2022 05:00:03 PM
5994860,HDR,04/27/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,10/20/2022 05:00:03 PM
5999457,HDR,06/25/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Fingerprints needed,10/20/2022 05:00:03 PM
6005617,HDR,09/06/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Copy of DMV license needed,10/20/2022 05:00:03 PM
6007388,HDR,09/26/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,10/20/2022 05:00:03 PM
6002725,HDR,08/03/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
5998031,HDR,06/08/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6008356,HDR,10/05/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,10/20/2022 05:00:03 PM
6007347,HDR,09/25/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6007553,HDR,09/27/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
6008055,HDR,10/02/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6009610,HDR,10/17/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6002749,HDR,08/03/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6000016,HDR,07/03/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
6000356,HDR,07/07/2022,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
6009706,HDR,10/18/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6008606,HDR,10/07/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,10/20/2022 05:00:03 PM
5997609,HDR,06/03/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,10/20/2022 05:00:03 PM
6005972,HDR,09/10/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
6008060,HDR,10/02/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,10/20/2022 05:00:03 PM
6008118,HDR,10/03/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
5991618,HDR,03/08/2022,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6005675,HDR,09/07/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6004207,HDR,08/20/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,10/20/2022 05:00:03 PM
6005416,HDR,09/03/2022,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
6006950,HDR,09/20/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/20/2022 05:00:03 PM
6008268,HDR,10/04/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6003125,HDR,08/09/2022,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
5999809,HDR,06/29/2022,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Not Applicable,10/20/2022 05:00:03 PM
6007335,HDR,09/25/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6008592,HDR,10/07/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
6003124,HDR,08/09/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
6009598,HDR,10/17/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
5989837,HDR,02/04/2022,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6007133,HDR,09/22/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
5999769,HDR,06/29/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Copy of DMV license needed,10/20/2022 05:00:03 PM
5995696,HDR,05/09/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
5996454,HDR,05/18/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,10/20/2022 05:00:03 PM
6001524,HDR,07/20/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6009603,HDR,10/17/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6009254,HDR,10/14/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
5997404,HDR,06/01/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/20/2022 05:00:03 PM
6003663,HDR,08/14/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
5998007,HDR,06/07/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,10/20/2022 05:00:03 PM
6005034,HDR,08/30/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,10/20/2022 05:00:03 PM
6002949,HDR,08/06/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
5990950,HDR,02/25/2022,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6005315,HDR,09/02/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,10/20/2022 05:00:03 PM
5997677,HDR,06/03/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,10/20/2022 05:00:03 PM
6008863,HDR,10/11/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6008641,HDR,10/07/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
5994562,HDR,04/22/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6002072,HDR,07/27/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
5993957,HDR,04/13/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
6000590,HDR,07/11/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/20/2022 05:00:03 PM
6005258,HDR,09/01/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
5993691,HDR,04/09/2022,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6004197,HDR,08/20/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/20/2022 05:00:03 PM
6003335,HDR,08/10/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
6007076,HDR,09/22/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/20/2022 05:00:03 PM
6008157,HDR,10/03/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,Fingerprints needed,10/20/2022 05:00:03 PM
6005808,HDR,09/08/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
6006784,HDR,09/19/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/20/2022 05:00:03 PM
5999702,HDR,06/28/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
5994909,HDR,04/27/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Not Applicable,10/20/2022 05:00:03 PM
5993722,HDR,04/10/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
6004106,HDR,08/18/2022,Pending Fitness Interview,10/31/2022,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
6004098,HDR,08/18/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
6007687,HDR,09/28/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,10/20/2022 05:00:03 PM
5999650,HDR,06/28/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,10/20/2022 05:00:03 PM
6009423,HDR,10/16/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6003637,HDR,08/14/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,10/20/2022 05:00:03 PM
5993964,HDR,04/13/2022,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Copy of DMV license needed,10/20/2022 05:00:03 PM
6004743,HDR,08/26/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,10/20/2022 05:00:03 PM
6008206,HDR,10/03/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6007007,HDR,09/21/2022,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Complete,Fingerprints needed,10/20/2022 05:00:03 PM
6009780,HDR,10/19/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6008222,HDR,10/04/2022,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/20/2022 05:00:03 PM
6009435,HDR,10/16/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
5991035,HDR,02/28/2022,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6006754,HDR,09/19/2022,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
6007189,HDR,09/23/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6005066,HDR,08/30/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/20/2022 05:00:03 PM
6003643,HDR,08/14/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6004656,HDR,08/25/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Not Applicable,10/20/2022 05:00:03 PM
6004252,HDR,08/21/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
5995949,HDR,05/12/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6004007,HDR,08/18/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6009503,HDR,10/17/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,10/20/2022 05:00:03 PM
6001958,HDR,07/26/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
5999752,HDR,06/29/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,10/20/2022 05:00:03 PM
5997841,HDR,06/06/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,10/20/2022 05:00:03 PM
5997412,HDR,06/01/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,10/20/2022 05:00:03 PM
6006553,HDR,09/16/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
6007967,HDR,10/01/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,10/20/2022 05:00:03 PM
5776947,HDR,03/27/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/20/2022 05:00:03 PM
5990565,HDR,02/18/2022,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6008945,HDR,10/11/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Complete,Needed,Not Applicable,10/20/2022 05:00:03 PM
6009816,HDR,10/19/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6003897,HDR,08/17/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6005857,HDR,09/09/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
5995653,HDR,05/09/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6007788,HDR,09/29/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6008811,HDR,10/10/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,10/20/2022 05:00:03 PM
5990070,HDR,02/09/2022,Denied,Not Applicable,Complete,Needed,Needed,Needed,Complete,Copy of DMV license needed,10/20/2022 05:00:03 PM
6007905,HDR,09/30/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/20/2022 05:00:03 PM
6007481,HDR,09/26/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
6007445,HDR,09/26/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,10/20/2022 05:00:03 PM
5994665,HDR,04/25/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,10/20/2022 05:00:03 PM
6000281,HDR,07/06/2022,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6008505,HDR,10/06/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6007318,HDR,09/24/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
5995265,HDR,05/03/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6005288,HDR,09/01/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Fingerprints needed,10/20/2022 05:00:03 PM
6004814,HDR,08/26/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,10/20/2022 05:00:03 PM
6006471,HDR,09/15/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/20/2022 05:00:03 PM
6007958,HDR,09/30/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6007559,HDR,09/27/2022,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/20/2022 05:00:03 PM
6007376,HDR,09/26/2022,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Not Applicable,10/20/2022 05:00:03 PM
6001757,HDR,07/23/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6009472,HDR,10/16/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6008792,HDR,10/10/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Copy of DMV license needed,10/20/2022 05:00:03 PM
6007799,HDR,09/29/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6003362,HDR,08/10/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
5991100,HDR,03/01/2022,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/20/2022 05:00:03 PM
5994230,HDR,04/18/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/20/2022 05:00:03 PM
6001023,HDR,07/15/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Copy of DMV license needed,10/20/2022 05:00:03 PM
5993424,HDR,04/05/2022,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6001955,HDR,07/25/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,10/20/2022 05:00:03 PM
